	_id	about	about_en	category	checked	description	description_en	engagement	error	id	likes	location	name	name_en	phone	phone_en	relevant	retrieved	start_info	start_info_clean	talking_about_count	website	website_en
478	{u'$oid': u'56035dcbc5fd9455673fde35'}			Consulting/Business Services	[1448695166]		"After the global financial crisis that severely affected many countries in the European Union economy, some states now offer residency to nationals of countries other than EU member states to promote the growth of its economy.

Exposure 'Gold Visa' by some EU countries to stimulate economic growth, strengthen the economy and reduce the growing unemployment rates in both Spain and Portugal. It is likely that this initiative will serve as a powerful magnet for the wealthy Arab expatriate workers as well as for various other nationalities who wish to benefit from the advantages of the European Union visa and obtain a passport for their families.

EU allows visa provided by the three countries, freedom of movement between all EU countries by the Schengen Convention, as can anyone who has a residence in the European Union to travel between the 26 member countries. It is worth mentioning that the number of population in the area covered by the Schengen Agreement of about 400 million people.


Due to the Global Financial Crisis which has severely impacted the economies of many countries in the EU, certain countries are now offering residence to NON EU nationals to help them boost growth in their economies
The 'golden visa', is being offered by certain EU countries, to spur economic growth. It is also designed to boost the economy and reduce the spiralling unemployment rates in both Spain & Portugal. These visas are likely to prove very attractive to affluent Arab expats and also to various other nationalities, who want the benefits of an EU visa and passport for their family.
The EU visa being offered by the three countries will enable free travel within the whole of the EU due to the Schengen agreement. This allows someone with EU residence to travel between the 26 countries in the EU, who have signed up to the Schengen agreement. The area covered by the Schengen agreement has a total population of around 400 Million people."	3104		6.46595822058e+14	3104.0		eu visa star capital finance شركة ستار كابتل للاقامات والجنسيات في اوروبا	eu visa star capital finance star kaptl company stays and nationalities in europe	+971 (50) 3174646			1443061117.61			4.0	http://scfinance.cz/our-services/eu-visa	http://scfinance.cz/our-services/eu-visa
1071	{u'$oid': u'5615074dc5fd9419733000df'}		Be kind with my life	Community	[1445972299]			1764		5.64419270285e+14	1764.0		زندگی با من مهربون باش	be kind with my life				1444218021.16			4.0	https://twitter.com/account/confirm_email/DilamMo/98955-H3DDG-137777	
235	{u'$oid': u'5602368ec5fd9455673e741d'}		"║▌│Objectif: 2,OOO Fans ツ
ORIGINAL PAGE MADE IN ALGERIA"	Community	[1444929772]			1562		4.29689127146e+14	1562.0		اورُوباَ الحُلمْ الضَائِعْ	europe lost dream				1442985158.18			4.0		
109	{u'$oid': u'55fca0cfc5fd9455673d4b37'}		enjoy!	Community	[1444800155]			1008		2.79491588757e+14	1008.0		سوريا	syria				1442619569.15			4.0		
141	{u'$oid': u'56018edbc5fd9455673db235'}		"University study in Europe
Russia, Romania, Germany, and crania, Mldavia .."	Community	[1447486925]		"Contact us:
Phone 0506888161
Fax 086467696
E-mail: alsheckh-1985@hotmail.com
 TEL: 0506888161
 FAX: 086467696
 E-MAIL: ALSHECKH-1985@HOTMAI.COM"	629		4.55911514508e+14	629.0		الدراسة الجامعية في اوروبا	university study in europe				1442942555.73			4.0		
852	{u'$oid': u'56128cd2c5fd9419732f70c9'}		The most important news and Conditions apply for political asylum or humanitarian in Switzerland	Community	[1445901217]			519		5.96994640373e+14	519.0		اللجوء السياسي و الانساني في سويسرا	political and humanitarian asylum in switzerland				1444056139.49			4.0	http://refugee-asylum-in-switzerland.blogspot.ch/http://	http://refugee-asylum-in-switzerland.blogspot.ch/http://
66	{u'$oid': u'55fb5c7ac5fd9455673c3b77'}		For migratory birds	Community	[1444718163, 1449456198, 1449879286]		Page Sudanese expatriates	509		1.61482247212e+14	509.0		سودانيون مهاجرون	sudanese immigrants				1442536524.64			4.0		
426	{u'$oid': u'560324f0c5fd9455673fab0d'}		algeria	Community	[1448689345]			211		1.40125795678e+15	211.0		اللاعبين المحترفين الجزائريين في اوروبا	algerian professional players in europe				1443046098.02			4.0	http://aminemadrid512yahoo.com	http://aminemadrid512yahoo.com
1053	{u'$oid': u'5614e693c5fd9419732fed0d'}		In the name of Allah, Most Gracious, Most Merciful Lord of the Worlds	Community	[1445948628]			114		2.10214809148e+14	114.0		خداوند بخشنده مهربان	allah  most gracious  most merciful				1444209219.21			4.0		
872	{u'$oid': u'56129b67c5fd9419732f7792'}			Community	[1445905642]			108		1.05518589783e+15	108.0		مشروع الطوارئ للبلديات المتضرره من اللجوء السوري /معان	emergency project affected municipalities of syrian asylum / gloss				1444059908.01			4.0		
916	{u'$oid': u'5612ea37c5fd9419732f8d93'}			Local Business	[1448712245]			39		1.77221879135e+14	39.0	{u'latitude': 33.2967557789, u'city': u'Baghdad', u'street': u'العامريه شارع المضيف', u'longitude': 44.2805031134, u'country': u'Iraq'}	ملجأ العامرية	amiriya shelter				1444080123.56			4.0		
657	{u'$oid': u'56040490c5fd9455674077ea'}			Local Business	[1448697823]			14		1.40197021013e+15	14.0	{u'city': u'Giza', u'zip': u'اوروبا', u'country': u'Egypt', u'longitude': 31.2122, u'street': u'الهرم', u'latitude': 30.0086}	اوروبا	europe				1443103823.03			4.0		
180	{u'$oid': u'5601eb62c5fd9455673e17ce'}		"We are not the best
But we excel (^. ^)"	Community	[1444829517]			3076		5.02815213122e+14	3076.0		أوروبا تنادي	europe calling				1442966247.97			3.0		
1075	{u'$oid': u'561510b5c5fd9419733004e2'}			Community	[1445975237]			766		4.35984836426e+14	766.0		امام نقی مهربانترین هادی	imam naghi kindest conductor				1444219954.06			3.0		
299	{u'$oid': u'56027850c5fd9455673ec07d'}			Community	[1444963801]			694		3.75760782609e+14	694.0		شبكة أخبار اوروبا  europe news network	network news europe europe news network				1443001925.16			3.0		
243	{u'$oid': u'56023f7ec5fd9455673e7d60'}		Palestinian doctors in Europe rally is purely professional gathering aims to limit and bind the Philistines doctors in Europe and has branches in eight European countries	Local Business	[1444936068]			619		1.34467589908e+14	619.0	{u'city': u'Paris', u'zip': u'75018', u'country': u'France', u'longitude': 2.3496201, u'street': u'CLIGNANCOURT RUE DE 142', u'latitude': 48.8952217}	تجمع الأطباء الفلسطينيين  في أوروبا	palestinian doctors gathered in europe	FAX 00(0)1 42 23 18 90			1442987764.96			3.0	http://www.palmedeurope.eu	http://www.palmedeurope.eu
719	{u'$oid': u'56057da4c5fd94556740ba65'}		Aruba and Jhettieyeeyeaeyeeyeeyeeyeeye	Community	[1445304491]			396		1.24681197733e+14	396.0		اوروبا ا نتظريني انا قادم	europe a ntzerana i m coming				1443199695.26			3.0		
286	{u'$oid': u'56026c15c5fd9455673eb2f4'}		Help to travel to Europe, Australia and Canada safe and good price for all ways	Community	[1444959162]			300		5.48021318628e+14	300.0	{u'city': u'Nicosia', u'zip': u'+357', u'country': u'Cyprus'}	خدمات سفر الى اوروبا كندا واستراليا	travel services to europe  canada and australia	+357 2 352316			1442999236.85			3.0	https://www.facebook.com/eurpe.man?ref=tn_tnmn	https://www.facebook.com/eurpe.man?ref=tn_tnmn
680	{u'$oid': u'5604c892c5fd945567409a63'}			Community	[1445290143]			199		5.4372673573e+14	199.0		الهجرة من تركيا الى اوروبا	migration from turkey to europe	00905313197627			1443154000.78			3.0	https://www.facebook.com/pages/%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9/543726735729930	
1131	{u'$oid': u'5615504bc5fd941973301e52'}		Tips with photos when access to ٱoroba ways with experts and without the use of the smuggler and the use of God ..	Business Services	[1446046090]			112		9.92908567416e+14	112.0	{u'city': u'Suser', u'zip': u'0043', u'country': u'Armenia', u'longitude': 43.7333, u'street': u'نصائح للسفر إلى ٱوروبا بدون مهرب', u'latitude': 40.4669}	الطريق الى ٱوروبا the road to europe	الطريق الى ٱوروبا the road to europe	00438563214589			1444236924.3			3.0		
906	{u'$oid': u'5612e361c5fd9419732f8bd1'}			Community	[1444918284]			101		1.26650850772e+14	101.0		الهنا ملجانا وقوتنا	our god is our refuge and our strength				1444078350.12			3.0		
1018	{u'$oid': u'5614a69dc5fd9419732fce72'}			Business Services	[1445919220]			90		1.55035034696e+14	90.0	{u'city': u'Tehran', u'zip': u'000000', u'country': u'Iran', u'longitude': 51.47278, u'street': u'niavaran', u'latitude': 35.81694}	حیوانات مهربان	pets friendly	09301373034			1444193887.42			3.0		
620	{u'$oid': u'5603e705c5fd94556740630e'}		Continued us all a new study, immigration and Aljawae and dating and marriage from Europe	Community	[1445289949]		"Page pointing the Arabs Europe social site
Arabs Europe site for marriage and dating and inquire about anything for European countries study the mother of migration
The work was or marriage
Hvina to bring together all Arabs Europe and Arab Arab world to communicate with each other for some of them, according to some
regards
Administration Arabs Social Europe"	39		2.37612726389e+14	39.0		موقع عرب اوروبا الاجتماعي	arabs europe social site				1443096159.41			3.0	http://www.arabeuropa-social.com/index.php?do=	http://www.arabeuropa-social.com/index.php?do=
921	{u'$oid': u'5612f03ac5fd9419732f9a61'}			Local Business	[1448735193]			23		8.52092821526e+14	23.0	{u'latitude': 30.9055019223, u'city': u'مركز قطور', u'longitude': 30.9684848785}	ملجأ الأيتام في قطور	orphanage in qotour				1444081656.69			3.0		
964	{u'$oid': u'561455e1c5fd9419732fa3d8'}			Community	[1448897126]			20		2.08074775927e+14	20.0		مهرباني و با ادب بودن	being kind and polite				1444173221.04			3.0	http://music-fa1.in/	
961	{u'$oid': u'56145509c5fd9419732fa3cf'}			Work Position	[1448896614]			3		3.9088769445e+14	3.0		مهرب بحار من أزمير ألى اليونان جزيرة  كيوس.سامس	smuggler sailor from izmir to greece island  kios.sams				1444173004.9			3.0		
992	{u'$oid': u'56147ef8c5fd9419732fb933'}			Community	[1448985238]			3		1.47712489593e+15	3.0		فضح مهربي البشر في تركيا	expose human smugglers in turkey				1444183737.67			3.0		
510	{u'$oid': u'560379dcc5fd9455673ff928'}		Our goal is the right word and the right with us Nhno lovers Ahlulbayt	Community	[1445053048]			3963		1.82365445305e+14	3963.0		الشيعه في أوروبا	shiites in europe				1443068147.28			2.0	http://www.alialkrar.com	
615	{u'$oid': u'5603e3bdc5fd9455674060d6'}		Hello to you on the page migration to Europe	Community	[1445288802]			2965		3.47278058707e+14	2965.0		الهجرة الى اوروبا	migration to europe				1443095177.75			2.0		
1064	{u'$oid': u'5614ff04c5fd9419732ffafe'}		"The first global English language Vvigberna fact p Aaltalm of primitive here
www.facebook.com"	Community	[1445962103]		To learn the English language	1310		4.95084127249e+14	1310.0		الانكليزية لا مهرب منها	english inescapable				1444216507.29			2.0	https://www.facebook.com/maher.korgi?ref=tn_tnmn	https://www.facebook.com/maher.korgi?ref=tn_tnmn
480	{u'$oid': u'5603601bc5fd9455673fe034'}		Official page are free Syria in Europe - Official page for free syrians in Europe	Media/News/Publishing	[1445037517]			780		2.41229579341e+14	780.0	{u'city': u'Kharkov', u'country': u'Ukraine'}	free syrians in europe   احرار سوريا في اوروبا	free syrians in europe   in europe are free syria	00380999515647			1443061286.49			2.0		
710	{u'$oid': u'560549d9c5fd94556740b301'}		Muslim Europe	Community	[1445301163]			640		4.18654264903e+14	640.0		مسلمو اوروبا	muslims in europe				1443186623.92			2.0		
702	{u'$oid': u'56053399c5fd94556740ac9b'}		Jordan aims to vacancies in Europe Offers	Media/News/Publishing	[1445298691]			558		3.02723289924e+14	558.0	{u'city': u'الشرقيه ', u'street': u'جمهوريه مصر العربيه', u'zip': u'14'}	ميساء للسفريات الي اوروبا تعاقدات عمل	maysa travel to europe contracts work				1443181221.17			2.0	http://www.gtr-internationale-jobmarkt.center/	http://www.gtr-internationale-jobmarkt.center/
687	{u'$oid': u'5604ffa4c5fd94556740a1c5'}		Arab cause labor to Europe and other countries	Company	[1445293739]			456		3.11507519048e+14	456.0	{u'city': u' Madrid , Spanien', u'street': u'Diego de Leon, Francisco Silvela 42, Planta 1a', u'zip': u'28028'}	الحاق العماله العربيه الي اوروبا	recruitment arabic to europe	0034917938077 0034917938001  08007241853		0.0	1443168029.97			2.0	http://gtr-internationale-jobmarkt.center	http://gtr-internationale-jobmarkt.center
1048	{u'$oid': u'5614d73bc5fd9419732fe614'}		No one does not have to be a great man ... the only man just ... Albert Camus	Community	[1445940489]			287		1.65026946955e+14	287.0		رواني هاي مهربون	kind of mental				1444205248.32			2.0		
699	{u'$oid': u'560529e5c5fd94556740ab96'}		Tetouan Habiba millions	Community	[1444406755, 1449005550, 1449197830, 1449522749, 1449622745, 1450113392]			210		5.47070241982e+14	210.0	{u'city': u'Tetuan', u'zip': u'2014/2015', u'country': u'Spain'}	تطوان اوروبا العرب	tetouan europe arabs				1443178917.78			2.0	<<not-applicable>>	
331	{u'$oid': u'5602a46fc5fd9455673efd79'}			Media/News/Publishing	[1448671649]		"Europe News Network a good starting point if you're looking for information and services provided by the European Union, which in turn offer the visitor a basic information on how the European Union works out the latest news and the latest European Union in Arabic.
In addition to more documentaries of different programs that we publish news network across Europe in all economic, scientific and sports fields, health, technology and entertainment.
To stay with us Our reporters will provide you with the latest news Middle East and the world."	203		3.41763775843e+14	203.0	{u'city': u'Brussels', u'zip': u'1040', u'country': u'Belgium', u'longitude': 4.38937, u'street': u'European News Network - International Press Centre Rue de la Loi 155 - Bloc C', u'latitude': 50.83413}	european news network | شبكة أوروبا الإخبارية	european news network | europe news network	+32 2 235 22 81			1443013291.01			2.0	http://www.enn24.net	
229	{u'$oid': u'56022bb8c5fd9455673e68c7'}		"Tourism in Europe Tlebattکm personal we Amaaکm along

Saed_ebf76@yahoo.fr
0033605771477
ID SKYPE: Saed_france76"	Travel/Leisure	[1447592687]		Nhno guides are living Arabs live in Europe and we know full tourist or price areas that fit each rolls community and Bamکanna hotel reservation m Alchqq furnished and Mraafqatکm ک tour guide and interpreter adults French and English .nhno us a possibility to welcome people with special needs and the elderly .	185		1.59680070901e+14	185.0		سياحة في أوروبا فرنسه و بریطانیه	tourism in europe and british frnasseh	0033605771477			1442982761.18			2.0		
739	{u'$oid': u'5605d6d9c5fd94556740d44b'}		santa crouz	Community	[1445316036]			172		6.36184826399e+14	172.0		أوروبا بدون تأشيرة	europe without a visa				1443223057.92			2.0		
1008	{u'$oid': u'56149bf2c5fd9419732fc91b'}		"If I had a thousand pens ...
Thousands cream each a thousand miracles.
Anyway, I wrote a thousand times ...
Epic hymn to freedom ....."	Community	[1448985628]			75		6.77824948935e+14	75.0		امپراطور مهربان	emperor friendly				1444190857.55			2.0		
666	{u'$oid': u'56044930c5fd945567407e5d'}		Learn Europe at its best with tour groups, Paris, Berlin, Barcelona, ​​London, Switzerland, Amsterdam	Travel/Leisure	[1444400996, 1449002436, 1449192129, 1449516460, 1449621363, 1450110299]			72		7.00925346708e+14	72.0	{u'city': u'Lautertal', u'zip': u'64686', u'country': u'Germany', u'longitude': 8.6721296, u'street': u'Nibelungenstr. 73', u'latitude': 49.7014694}	أوروبا بالعربي	europe arabic	0049(0) 62515936920			1443121365.2			2.0	http://Www.extraworld.de	http://Www.extraworld.de
792	{u'$oid': u'56066634c5fd94556740f90a'}			Community	[1445875630]			40		1.38348256509e+14	40.0	{u'city': u'Mostaganem', u'street': u'les HLM', u'zip': u'27000', u'country': u'Algeria'}	الهجرة الى اوروبا & la migration vers l europe	immigration to europe & la migration vers l europe				1443259876.24			2.0		
960	{u'$oid': u'561454c2c5fd9419732fa3ce'}			Work Position	[1448896544]			2		1.36941539992e+14	2.0		مهرب مزطول مريول ديما ديكول	mztoul smuggler apron dima dakol				1444172934.01			2.0		
606	{u'$oid': u'5603dc37c5fd945567405a1a'}		Immigration dreamed our destination Aruba	Community	[1445285549]			3323		4.30957967019e+14	3323.0		ღ الهِجْرَةُ اِلىَ اٌورُوباَ	w الهجرة الى اوروبا				1443093185.12			1.0		
714	{u'$oid': u'560553c8c5fd94556740b7ba'}		Long wait .......... Europe into focus	Community	[1445302642]			1381		6.44174382263e+14	1381.0		و تبقى اوروبا الحلم الضائع	and europe remain a dream lost				1443189471.23			1.0	http://www.elkhabarerriadhi.com/pdf	http://www.elkhabarerriadhi.com/pdf
766	{u'$oid': u'56061e41c5fd94556740e63a'}			Community	[1445324565]			1151		1.18781568208e+14	1151.0		جماهير أوروبا في الجزائر	the masses of europe in algeria				1443241415.6			1.0	page officiel	
1095	{u'$oid': u'561523d4c5fd941973300b87'}		He wants to someday teach jumping, first you have to stand, walk, run and climb teaches. Fly with flight not started.	Community	[1445981145]			831		3.59690790781e+14	831.0		کلبه مهربونی	cottages kindness				1444224944.81			1.0		
293	{u'$oid': u'560272b6c5fd9455673eba99'}			Community	[1448670945]		"The goal of the site

Communications Europe project goal is to improve the relationship between Europe and the Arab world
We seek to achieve this objective by publishing articles on this page and on our sites on Facebook and Twitter users to words and images that are trying to light some aspects of life in Europe and submit them to the Arab reader contemporary style and language easy without prolongation in the commentary and exaggeration and amplification in the description

For any threads are writing?
Universities and study and scientific research in Europe
European scientists, especially in the field of physics and mathematics
Industrial companies in Europe
Vacancy for Civil modern computer science, information and environment
Cultural and artistic life
Cultural and scientific activities for children
Tourism
Sports

Communications Europe site is a news site is dominated by the educational and scientific nature

Europe Communications provides little to site any information or services related to
Immigration and residence and all Maimit to that onion
Matters and legal guarantees and collateral,
Politics
Religion

Site Engineer Nadia heads Alinkdla
Damascus - Syrian Arab Republic
King Street fair

connections1@gmx.net"	767		7.04247646289e+14	767.0		connections to europe إتصالات أوروبا	connections to europe communications europe				1443000729.75			1.0	http://connectionstoeurope.wordpress.com/	
1012	{u'$oid': u'5614a01bc5fd9419732fca7f'}		Welcome to the personal kindness Mdydba band membership in the pages of the latest news and information are not run by the group's	Local Business	[1448985718]			711		1.0951665245e+14	711.0	{u'city': u'Tehran', u'country': u'Iran'}	گروه موسیقی مهربانی	band kindness	021-88740769 / 021-88744303			1444191513.48			1.0	http://www.avayemehrabani.com/	http://www.avayemehrabani.com/
907	{u'$oid': u'5612e747c5fd9419732f8d19'}		"Abu flame from the supervision of the Quraish; but pray fire with flame]!
And (Bilal bin Rabah) Abd al-Habashi black;
Apostle rattles his shoe in Paradise heard!
Vkvak boasting Bosalk"	Community	[1444919291]		«Do not ask why dictators Tgua but ask why worshipers knelt» Roman wisdom	644		5.63002773735e+14	644.0		لا ملجأ ولا منجا منك إلا إليك. يارب	no shelter nor mango you only you. o lord				1444078449.68			1.0	http://gmail.com	
351	{u'$oid': u'5602c3ccc5fd9455673f1733'}			Community	[1445015308]			579		1.47053388962e+14	579.0		السفر الى اوروبا بر بحر طيران	travel to europe barr sea air				1443021707.31			1.0	https://www.facebook.com/safar	
576	{u'$oid': u'5603bd99c5fd945567403ed0'}		abiad.tno.zaki....	Community	[1445270616]		Everything new and sexy pictures and news and comments for the various tastes Follow us in> tour of Europe ........ Tout ce qui est nouveau et sexy photos et des nouvelles et des commentaires pour les différents goûts Suivez-nous> tournée en Europe	483		3.17466308265e+14	483.0	{u'city': u'El Afroun', u'street': u'zaki1923@live.fr', u'zip': u'6874461', u'country': u'Algeria'}	جولة في اوروبا	tour of europe	<<not-applicable>>			1443085201.85			1.0	<<not-applicable>>	
672	{u'$oid': u'5604ad74c5fd945567409546'}			Society/Culture Website	[1444406438, 1449005474, 1449197758, 1449522671, 1449622668, 1450113313]			426		6.50514691715e+14	426.0		اوروبا   europe	europe   europe				1443147037.38			1.0		
672	{u'$oid': u'5604ad74c5fd945567409546'}			Society/Culture Website	[1444406438, 1449005474, 1449197758, 1449522671, 1449622668, 1450113313]			426		6.50514691715e+14	426.0		اوروبا   europe	europe   europe				1443147037.38			1.0		
649	{u'$oid': u'5603fe5ec5fd9455674074e1'}		A7Ki Mli7 ' KhÃYÕ	Community	[1444666319, 1449023388, 1449221341, 1449550697, 1449792095, 1450138503]			317		5.40204032703e+14	317.0		ღ الهِجْرَةُ اِلىَ اٌورُوباَ	w الهجرة الى اوروبا				1443102183.44			1.0	http://www.facebook.com/mansory.amine	http://www.facebook.com/mansory.amine
1005	{u'$oid': u'56149959c5fd9419732fc796'}		"I love you my dear
Be gentle girl that I really like"	Community	[1448985538]			304		7.67930489901e+14	304.0		کمی مهربان باش  be a little kinder	کمی مهربان باش  be a little kinder				1444190380.99			1.0		
1027	{u'$oid': u'5614b868c5fd9419732fd64e'}		Is the kindest ...	Community	[1445925010]		"To anyone who can access,
it says :
Adam is in love only once.
it is a lie …
I do not believe ...
For example, I ...
 Every day, every minute, every hour,
 Love again
I ..."	271		2.99670983536e+14	271.0		می آید مهربانترین	to be compassionate				1444197997.4			1.0	http://miayadmehrabantarin.blogfa.com/	http://miayadmehrabantarin.blogfa.com/
871	{u'$oid': u'56129af8c5fd9419732f7778'}		"We are ready to secure Joikm to fly to any country around the world want them in the most appropriate cost
Ready to secure Joikm of air to any country you want around the world in the most"	Community	[1445905541]			258		5.64102533664e+14	258.0		طالبو اللجوء national travelling	asylum seekers national travelling				1444059784.28			1.0		
860	{u'$oid': u'561292a9c5fd9419732f7379'}			Community	[1445902756]			256		4.39875629419e+14	256.0		اللجوء والرجوع لله	asylum and return to god				1444057638.74			1.0		
599	{u'$oid': u'5603d4d1c5fd945567405096'}		Hello welcome to my premium Europe - Your Gateway to the finest 5-star hotels, golf resorts, and luxury spa retreats, villas and yacht charters in Europe.	Travel/Leisure	[1445280971]		"We help you to plan a perfect holiday in the major cities and resorts in the United Kingdom, France, Spain, Italy, Portugal, Greece and abroad.

Our experts can also advise you in your choice of top private clinics, boarding schools and private banks and financial services in Europe.

Our team offers expert professional advice and insights of local and personalized service to help you plan your vacation, business trip or medical treatment down to the last details.

Whatever the reason for your visit, let us help you in the best of Europe in 2013 discovery!

Official Partner of ETOA, the organizers of the Association of European tour"	222		2.04000086278e+14	222.0	{u'street': u'زيورخ، سويسرا'}	premium europe	premium europe				1443091093.44			1.0	http://www.mypremiumeurope.com/ar/	http://www.mypremiumeurope.com/ar/
764	{u'$oid': u'56061d2ac5fd94556740e5cf'}		ba3tali :D gtariiii 7arbiii	Community	[1445324276]			151		5.8120999525e+14	151.0		وجهتي اِلىَ اٌورُوباَ	and my part to europe				1443240908.52			1.0	http://tennis.com	
1079	{u'$oid': u'561512d4c5fd9419733005a2'}		Of the Merciful	Community	[1445975827]			140		1.27986173897e+14	140.0		بارگاه خداوند بخشنده مهربان	court of allah				1444221395.15			1.0		
740	{u'$oid': u'5605d796c5fd94556740d46e'}		"Everyone wants to know how to study and education in European countries
This page to you.
Each new laws and methods of registration in universities or schools"	Company	[1445316140]			131		4.51622534985e+14	131.0		تجمع السوريين في اوروبا study in europe	syrians gathered in europe study in europe			0.0	1443223356.59			1.0	http://www.khatwa-sy.com/	
988	{u'$oid': u'56147b5ec5fd9419732fb61c'}			Community	[1448985147]			117		2.40432442771e+14	117.0		مهربان بابه	kind baba				1444182803.5			1.0		
754	{u'$oid': u'56060010c5fd94556740de72'}		bebe_3232@hotmail.com	Community	[1445321229]			106		6.11966365502e+14	106.0		ضحكتك تهمنا السوريين في أوروبا	dehketak syrians in europe is important to us				1443233725.51			1.0		
191	{u'$oid': u'5601f8e1c5fd9455673e2916'}		Learn Europe in Arabic ...	Travel/Leisure	[1444833168]			82		8.57771974307e+14	82.0		europa أوروبا	europa europe				1442969708.78			1.0		
695	{u'$oid': u'560516d4c5fd94556740a9c2'}		jordaneurop	Community	[1445297179]			82		6.48352111883e+14	82.0	{u'city': u'nederland den helder ', u'street': u'den helder', u'zip': u'1785'}	اردنيين في اوروبا	jordanians in europe				1443174033.23			1.0	http://www.jordaneurop.com	http://www.jordaneurop.com
1121	{u'$oid': u'56154b80c5fd941973301d7c'}			Community	[1446044887]			63		4.45468222169e+14	63.0		عزیز ترین پدر و مهربانترین مادر	dearest father and compassionate mother				1444235857.67			1.0		
1137	{u'$oid': u'56155379c5fd941973301f02'}		Hair Salons	Local Business	[1446046878]			63		2.99689660241e+14	63.0	{u'city': u'Mashhad', u'zip': u'123', u'country': u'Iran', u'longitude': 47.2656, u'street': u'طلاب', u'latitude': 35.7131}	آرایشگاه ملیحه مهربان	maliha hairdresser kind	09015708018			1444237795.91			1.0		
1055	{u'$oid': u'5614e731c5fd9419732fed1a'}		We want Khomeini historical city original name (Mhrbyn (Marbin) or centuries) is open.	Community	[1445948781]			51		1.43011950729e+15	51.0		تغییر نام خمینی شهر به مهربین یا سده	change the name of khomeini shahr to mhrbyn or century				1444210406.37			1.0	http://www.petitions24.com/113766	
503	{u'$oid': u'560373e9c5fd9455673ff13e'}		Assistance in obtaining visa and procedures for legal migration to abroad	Community	[1445048051]			38		5.52109248182e+14	38.0		السفر والهجرة الى اوروبا	travel and immigration to europe				1443066791.49			1.0		
1082	{u'$oid': u'5615142ec5fd9419733005bf'}		Man	Community	[1445976169]			37		3.63361420462e+14	37.0		به نام انسان بخشنده مهربان   انسانمحوری	man compassionate  the merciful   humanism				1444221937.96			1.0	http://radiofarda.com	
798	{u'$oid': u'560674cec5fd94556740fc2b'}			Business Person	[1445879510]			14		1.4891404814e+15	14.0		تهريب الى أوروبا	smuggling to europe				1443263630.68			1.0		
726	{u'$oid': u'5605985bc5fd94556740c029'}			Community	[1445307705]			5		4.87592311408e+14	5.0		عُشَّاقْ اُوروبَا	europe lovers				1443207077.87			1.0		
883	{u'$oid': u'5612a16ac5fd9419732f79af'}			Local Business	[1445907338]			5		7.32183366833e+14	5.0	{u'latitude': 36.32399, u'longitude': 36.667526}	مخيمات اللجوء	refugee camps				1444061480.66			1.0		
958	{u'$oid': u'5614542fc5fd9419732fa3cc'}			Work Position	[1448896468]			1		8.63638850399e+14	1.0		مهرب مخدرات لشركه أحمد المعايطه	drug trafficker to the company  ahmed maaytah				1444172787.48			1.0		
959	{u'$oid': u'56145476c5fd9419732fa3cd'}			Company				1		1.64860317875e+15	1.0	{u'city': u'Nador', u'country': u'Morocco'}	مهرب المخدرات الى أوربا	drug trafficker to europe			0.0	1444172858.27			1.0		
1054	{u'$oid': u'5614e6dbc5fd9419732fed0e'}			Company	[1445948698]			1		1.67983882557e+15	1.0		تاجر مخدرات تاجر اسلحه تاجر كرم كواد مهربجي سرسري ادور فروخ ادور  وكس خواتكم	arms dealer drug dealer dealer karam quad mehrbjee srsri edwar edwar farrukh lux khuatcm			0.0	1444210335.27			1.0		
533	{u'$oid': u'56039063c5fd945567400bc3'}		All roads lead to Europe ♥	Local Business	[1445063014]			3047		1.47568195598e+15	3047.0	{u'city': u'Tunis', u'zip': u'6000', u'country': u'Tunisia', u'longitude': 10.14045, u'street': u'Tunis', u'latitude': 36.802015}	الطريق إلى أوروبا	way to europe	<<not-applicable>>			1443074049.12			0.0	http://www.facebook.com	
693	{u'$oid': u'56050d97c5fd94556740a780'}		"You're working lives Students in Europe
Tourism Culture kitchen are new properties come on your page <3"	Business Services	[1445296516]			1081		1.47000504989e+15	1081.0		مغاربة اوروبا                                 les marocains d europe	moroccans europe les marocains d europe	<<not-applicable>>			1443171191.35			0.0		
421	{u'$oid': u'56031e78c5fd9455673fa69d'}		"Home for lovers of Europe (the capital of beauty)
Objéctif ✔ 5O.OOO ✔ Objéctif ✔ 5O.OOO ✔"	Community	[1448687554]			924		2.31470127004e+14	924.0		عـُـشـَّاقْ أوروبا	lovers europe				1443044876.34			0.0	http://I.Love.Ourouba	
253	{u'$oid': u'56024a69c5fd9455673e8957'}			Local/Travel Website	[1444942471]		Europe atmosphere - Discover Europe tourist cities through our site and to check our tourist attractions and ticket prices and hotels .....	763		3.57957051001e+14	763.0	{u'city': u'Cairo', u'street': u'EGYPT', u'country': u'Egypt'}	أجواء أوروبا   agwaaeurope	europe atmosphere   agwaaeurope				1442990613.79			0.0	http://www.agwaaeurope.com	http://www.agwaaeurope.com
474	{u'$oid': u'56035b9cc5fd9455673fdc69'}		No smoking ... (▓▓ (̅ (_̅_̅_̅_̅_̅_̅_̅_̅_̅_̅_̅_̅ () ڪے Page Mackie	Community	[1445035835]			711		5.29561893784e+14	711.0		الهجرة الى اوروبا 2	immigration to europe 2				1443060041.28			0.0	https://www.facebook.com/AlmatDOOr?ref=tn_tnmn http://facebook.com/euroupa2	https://www.facebook.com/AlmatDOOr?ref=tn_tnmn http://facebook.com/euroupa2
